"","SRR8581315","SRR8581316","SRR8581317","SRR8581318","SRR8581319","SRR8581320"
"ENSMUSG00000026219",11.7426984498435,11.4373586333457,11.667930768439,11.8863526041533,11.7536763122855,11.8671840875437
"ENSMUSG00000104503",5.362439305367,5.8442503676718,5.89173975029222,5.51944199164545,5.71320247919518,5.00918720652806
"ENSMUSG00000073633",8.00750573399021,8.71138657558926,8.12951815639934,8.23917936421202,8.28258037384155,8.023037899986
"ENSMUSG00000118590",5.8979382291084,5.75812282431263,5.86055178298552,5.72713226145993,6.02458220623628,6.46137708634303
"ENSMUSG00000026104",10.048330940079,10.3024937148447,10.0226875761792,10.2279213601718,10.02673349926,11.3651203228789
"ENSMUSG00000026383",9.86214176702771,9.57571902809014,9.57685509312583,10.1012219907127,9.78883740525826,9.99050343535385
"ENSMUSG00000060743",11.4789856717487,11.4978354333639,11.2788709246488,10.9698103798216,10.9343279142102,10.9152133939867
"ENSMUSG00000073485",5.93041025256649,5.88383007181158,5.82803664953146,6.57355329145687,6.20609038706973,6.31822869237132
"ENSMUSG00000038806",8.79870128076715,8.54017076357833,8.91642429126617,8.74950899957358,8.92378145242888,8.80837028879846
"ENSMUSG00000064281",6.55676519438707,7.10721105358746,6.7818975321988,5.80986703569677,5.71320247919518,6.01267429130903
"ENSMUSG00000089844",6.0489436127431,5.4710075821133,5.82803664953146,6.1797163643713,6.15771241864869,6.12579411885699
"ENSMUSG00000026520",7.73357297669279,7.46040524760287,7.57279829517955,7.18818009297834,7.10906982812579,7.097150647444
"ENSMUSG00000025930",6.15348826970791,6.17474188427421,6.21831491436037,5.57893775468944,6.15771241864869,5.51845833253231
"ENSMUSG00000103492",5.25928533968287,5.27657631748268,5.82803664953146,5.00918720652806,5.9012844418512,5.37022603985791
"ENSMUSG00000038793",5.71053111449545,5.8442503676718,5.7583206101155,5.51944199164545,5.62036917591634,5.80834621659003
"ENSMUSG00000026384",8.10359818143706,7.85028422978245,8.18853094315087,8.48653077649541,8.52598568144702,8.1692992274452
"ENSMUSG00000036975",8.58062056421922,8.65257340842352,8.54774055208057,8.5510677176512,8.43440046345488,8.31111119990977
